comment_text,toxic
"""

 Semi-protected edit request on 3 June 2014 

""""Meaning we ourselves are our own agents of deceit, and so in order for one to know truth one must choice to openly pursue truth.""""

Change to:

""""Meaning we ourselves are our own agents of deceit, and so in order for one to know truth one must choose to openly pursue truth.""""

The change being 'choice' to 'choose'.

Source: English.

  """,0
"After giving this article sufficient time to be looked at, isn't it time for a complete revamp, especially the first development section that reads like pulp fiction. FWIW   .",0
Your threatful behavior without looking into the essence of edits is disgrace to wikipedia.,1
"""

that doesnt mean much, lets say every synagogue serves 100 people that is just 5000 people out of a million Ashkenazim. i dont think there are a lot of sephardic jews there, dont be confused with the term """"oriental jews"""" or arabian jews it is not the same as it is in modern Israel, from which most arabian jews came from. """,0
"Playing god again==
But time the deletion nazi is a freako who actually believes in that shit. Here he is. User:Allen3. Ask yourself if you want wackos like this responsible for content on Wikipedia or in any way associated with the organisation.

This fuckup has namely deleted the article on one of the stars of ITVs Britannia High. He seems to be about what one can expect from the myopic fascists from the US running this pathetic site.

==",1
I do not have multiple accounts and you are obviously another of Howdy's sockpuppets.,1
"You dosh bag, dont mess with me. My watch is worth more then your car, so if you know whats good for you, shut up. By the way are you a chick fucker?",1
"Actually, now I see that it looks like the specific interview links were removed from a couple of dozen articles at one fell swoop. I need to ask, how closely did you look at the links that you removed?",0
"If she is a linguist then what theoretical framework does she work in? Generative Grammar? She probably doesn't even know what Generative Grammar is, she has probably never read anything by Chomsky (to do with linguistics) and she grossly misrepresents our field. All of these things are worthy of being in the article! Hey wiki nazis, don't you bastards take this down again because I'll keep doing it.",1
"That reply you sent me made me very sad. I said clearly that i don't want to start any wikihate. But surely, don't you realise that President Bush is not an alien? He is a 61 year old man, and deserves dignity. You are arrogant, alking and using words like 'dude' that doesn't contribute as a respectable part of the English language! Chill, man! You are really horrid, and have made me angry.",0
"You have now broken WP:3RR on Timeline of the history of the Falkland Islands, and I have reported this here. '''' talk",0
I own the copyright to the picture of myself and it is the picture that is on the back of my books and on my websites I do not think I have to give myself permission to upload a picture of myself that I took of myself. I though Dan Fogerty already settled the debate that we can not infringe or steal things from ourselves. When the record company tried to sue him for sounding like his self in CCR I guess this was not made clear enough.,0
"""

 """"That's stupid."""" 

""""Carrie's fans are known as """"Carrie's Care Bears"""" because her name sounds like """"care"""", and she was in the same sorority (Sigma Sigma Sigma) as Care Bears creator Linda Denham. That's stupid.""""""",1
"I know they are (and they are also both in the British Isles, of course), but again - if you want GB, find a source.",0
it could have happened to be,0
"Hi 

It has come to my attention, that you are an ugly fat piece of shit. Lose weight fatty.",1
"hayyyyyyyyy 

yeah this karoolzzz hay k hayyyyyyy i remember",0
"Right  on may 26, 1863 which is not the stars and bars ( )",0
"What The Hell! 

Did You Even Read My Post To ICECOLDBEER Asshole!",1
"""

 Really? 

I get that formaldehyde and acetaldehyde are common names, but propionaldehyde? That's pushing it. Is it really used in chemistry more than propanal? I don't know about most people, but I couldn't be bothered to type all that in when I could just type in """"propanal"""". I don't think it needs to be changed, but there should be some sort explanation for why propionaldehyde is used instead.   """,0
"Fuck you bitch 

Fuck you bitch",1
"Sorry, I didn't realize it was privileged correspondence. My bad.",0
"Prokaryotes 

There's >2700 species in humans. doi:10.1016/S1473-3099(15)00293-5  | T@lk",0
"""
""""stupid""""? I'm so glad that Wikipedia is not biased.  """,1
I hope you or your children get cancer!!!,1
Please do not add commercial links — or links to your own private websites — to Wikipedia. Wikipedia is not a vehicle for advertising or a mere collection of external links. See the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.   ask?,0
"""

The examples you show are mentions of the term """"comfort women"""" used for comparative effect, to compare a different system to the one involving forced sexual slavery for the Japanese Imperial Army. The term """"comfort women"""" is not used as an established term for a system of primarily voluntary prostitution, such as the 1945–46 RAA in Japan serving US soldiers, or the prostitution in Korea in the 1950s.   """,0
"""

-Chess forces personal views, not supported by science

Wikipedia user -Chess participates in vandalism the following way:

Over and over again the Wikipedia user -Chess has been asked on this discussion page to present a known historian or another acceptable source, quote or reference to back up his claims, for instance about his """"16th century"""" Finnish migration theory to Northern Norway, etc.

-Chess has refused to respond to any of these pleas for sources.  Now, that Mr. Chess has changed the Kven text to reflect his personal theories - which are not supported by science - he is attempting to lock and protect the site from reverts and/or further edits.

The Wikipedia user -Chess is forcing his personal views into the Wikipedia Kven text.  Those views are not supported by science.  Not willing to present any sources for the peaces of information inserted by him, the Wikipedia user -Chess is participating in vandalism.

Let it be known, that most parts of the Wikipedia Kven text remaining as of today, which were left standing from earlier contributors, seem accurate.  However, Mr. Chess has attempted to include into the text some of his own ideas, which do not seem to match the opinions of any known historians.  

If Fred Chess disagrees, we once again ask him to provide sources for his claims - even just one source, which could be considered distinguished and reliable.

In his earlier discussion comment above, Fred Chess praises and thanks a respond from user .  However, even that commentator sides against Fred Chess, who - without any scientific foundation, or without any sources presented - tries to present the Northern Norwegian Kvens as a separate and totally non-connected group from the medieval Kvens of Northern Scandinavia.

Wikipedia user  correctly states:  """"Of course, the present Kvens in Northern Norway have a connection with the Finnish-speaking medieval settlers in Northern Sweden and Finland.""""

, March 22, 2006

Vandalism by 

Below are three misquotations by user , from his unsigned message above (his previously used IP address 130.234.75.167 shows that the message is his): 

Claim Number One: """"Tavastians (a group of Southern Finns) were present on the Arctic Ocean alreydy during the Viking Age"""".

Claim Number Two: """"Some believe that the Kvens were the original inhabitants of Northern Norway"""".

Claim Number Three: """" According to Ottar, the Kvens were living in Northern Norway and around the White Sea"""".

When you choose to quote someone, please use the copy and paste technique.  No one has said any of the three sentences above.  You simply changed the wording, to make up goofy sounding sentences, which you claim some one actually wrote.  

Please, explain:  When and where were those sentences written ?  You are simply participating in vandalism, aren't you.  

You've also changed the content of a comment written by another Wikipedia user to this discussion page (and we do not mean you placing your responses between the lines, although for that too you ought to ask a permission from the writer of the comment).

At 13:45, 19 March 2006, using the IP address 130.234.5.136 you added the following sentence to the text which another Wikipedia user had written under the headline Lack of public funding a major cause for lack of information:

""""It's not going to happen, however.""""  You did not return to fix that act of vandalism which you published as a page http://en.wikipedia.org/w/index.php?title=Talk:Kven&oldid;=44501610.

You did not write that sentence in italic text, nor did you margin that sentence with your text, as you did all your other parts of your comments.  Purposely or not, you made it appear as if the other party would have written that comment.  

From here on - to avoid further such temptations and/or accidents - please refrain from placing your comments in between the lines written by other participants on this discussion forum.  The above mentioned particular insert of yours has as of yesterday been changed to reflect the fact that it is a part of your response, and n",0
"Again, you are manipulating the statement and driving the focus off the main point. I will not argue with you except for saying that your English is rubbish as well, and I actually don't care if I can't speak English properly, because not everything in this world is English. ►   ( Talk ♥ Contribs ) ♪♫",1
"Antisemites being protected from Jews... geez, has anyone else seen that pig flying nearby? I also heard it's snowing in hell -)",1
"WHY THE FUCK WAS HE BLOCKED? Kwanzaa IS the invetion of a man convicted of a violent felony against two African American women, Kwanzaa's values ARE based on the Marxism of that man, Kwanzaa IS based on African American nationalist separatism, Kwanzaa is NOT celebrated by any African culture anywhere and the majority of the cited references to Kwanzaa in pop culture that have been cited ARE mocking or ironic! YOU CANT REWRITE HISTORICAL ==FACTS== WITH YOUR BLUBBERING JIBBERISH. WHAT HE IS SAYING ISNT POINT OF VIEW, ITS ==TRUTH== ITS NOT RACIST ITS NOT PREJUDICED ITS ==TRUTH== I AM ON THE VERGE OF KILLING THE NEXT PERSON WHO LIES TO ME (POV, WOW, I GUESS THATS NOT TOO WIERD IN THIS TALK PAGE) GET A BRAIN YOU OVERSENSITIVE HYPOCRITICAL LYING SCUMBAGS AND GET A FUCKING DICK AND BALLS",1
"Yes, it is a crime. It means you are a racist.",1
"1987 Shooting at Ocean Island (water-themed area within the park)
Does anyone have information on the shooting that killed two girls swimming in the wave pool called Ocean Island?  One of the victims was Michelle Sexton, a sophomore at Northwestern High School in Rock Hill, S.C.; the other was a young girl (perhaps 6)?  Seems like this should be in the timeline, if nothing else. 208.58.79.184",0
"New Testament Pauline Criticism is Extraneous 

In the New Testament section the arguments about who wrote or didn't write the Pauline epistles are irrelevant to this article, which is about Christianity's historic and modern positions on slavery. 

The Pauline Epistles were universally accepted as canonical by the Church by the end of the fourth century. (See Biblical canon for history.)  Furthermore, there are no citations given of church fathers who argued against the authorship of any of the Pauline Epistles or against theirs statements regarding slavery.

I am modifying this paragraph to reflect what the accepted Bible of church history says about slavery, while removing the questions about authorship. This change is not a judgment on the legitimacy of such questions.69.19.14.35",0
Alansohn tucks his sack back every now and then and tells his gay roommate to call him Sandra.,1
because you are such a fucking cock,1
"""  =Nichalp (Talk)= 10:15, Jun 3, 2005 (UTC)""",0
Whatever you left-leaning loon.,0
"Per Wikipedia's page on blocking, I'd like to respectfully ask the person who has blocked me yet again, accusing me of vandalism, to please provide additional rationale, outlining the facts and the part of the blocking policy he feel applies, and why.

Thank you.",0
"""

Ideally, """"Thomas Disch"""" should be listed among contributors as """"Tom Disch,"""" which is how his name appears in the magazine. Is there a way for a """"Tom Disch"""" link to connect with the article about Mr. Disch?
toddmg """,0
"""

Speedy deletion of User:Tatoluiz
 A tag has been placed on User:Tatoluiz, requesting that it be speedily deleted from Wikipedia. This has been done under section G11 of the criteria for speedy deletion, because the article seems to be blatant advertising which only promotes a company, product, group, service or person and would need to be fundamentally rewritten in order to become an encyclopedia article. Please read our the guidelines on spam as well as the Wikipedia:Business' FAQ for more information. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines. Ω612  """,0
"""

 Yo 

Where have you been? What's up? Hit up IRC or reply on my talk page... or yahoo, dude. You've totally disappeared!  (Talk) """,0
"""

Sockpuppetry case
 
You have been accused of sockpuppetry. Please refer to Wikipedia:Suspected sock puppets/MarkThomas for evidence. Please make sure you make yourself familiar with notes for the suspect before editing the evidence page. 303 """,0
"""

I find it absolutely ridiculous that """"Jacksantr"""" consistently deletes the referenced ranking information. Is this the common attitude of the alumni of this university? No wonder it is ranked so low. I think Bogazici University's culture encourages to live isolated from the world instead of becoming integrated and competent. In the article, it is stated that the university has some connections to the US. On the other hand, anybody who has been to the US would know that competition is intense between universities and rankings are very popular (for good reason) in the US. The only way to get a good rank is to work and publish a lot as well as provide a better teaching environment without isolating from the developed countries. Bogazici University needs to learn a lot from other universities in Turkey that are ranked well, such as Istanbul Technical University and Bilkent University.""",0
"""

 Protection needed very Badly 

There is quite a bit of vandalisim on this page i think we need to have the protection reinstated """"Nico Bellic is a Gay mexican"""" i mean what is that.   """,0
end quoted material.,0
"""
 Image:Chem_lewisstructure.png listed for deletion 
An image or media file that you uploaded or altered, Image:Chem_lewisstructure.png, has been listed at Wikipedia:Images and media for deletion. Please look there to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. Thank you. ≈talk """,0
"""
It seems that you dont understand nothing or worse, that you dont want to understand nothing... I translate the first paragraph to English with some Google Translate help: """"At the urging of activists sympathetic to the cause of Western Sahara, one of the last territories to be decolonized in the planet, and the office in Madrid of the Sahrawi Arab Democratic Republic, we've been commissioned late last year to develop and unify the graphical representation of the principal symbol of the whole nation: its flag. Some raids had already been done by us in the field of graphic-design-and vexillology in heraldry."""" If you still dont understand it, Ill tell you more clearly: it was the SADR office in Madrid who contacted that Spanish studio to order them that work, and not viceversa. If that is not enough to see that that work is a SADR officially sanctioned work, I really dont know what should be needed to show that...  """,0
"Acaia 

Thank you for nominating my typo for speedy deletion. It's nic to know that mistakes I miss do get fixed!",0
ll let others prosify. -rj,0
"THESE WIKIPEDIA PEOPLE ARE LIARS AND FASCISTS 
 TABTAB 
 TABTHEY BLOCKED ME BECAUSE THEY DIDN'T LIKE THE FACTS I POSTED ABOUT A CORRUPT BUSINESS-MAN!! THESE PEOPLE ARE LIARS AND THIS IS LIKE FASCIST GERMANY!! TAB 
 TABTAB  TABTAB 
 TAB

BLOCK THESE FASCISTS - Ryulong & Cacknuck are lying fascists!!!!!",1
"""
News flash: I no longer give a shit. Since I'm already violating a Wikipedia policy just by clicking """"Edit this page"""", why the fuck shouldn't I violate the rest of them? The Wikipedia cult has treated me with incivility and harrasment, and I am simply returning the favour.
Also, that edit to Cyde's userpage was an improvement to the accuracy of that trite bullshit. Cyde is, and always has been, a fucking wanker.  """,1
"""

 Restricted biotech a characeristic of nanopunk?! 

The 2nd sentence in the article reads the following:
""""The genre is similar to biopunk, but describes the world where the use of biotechnologies are limited or prohibited, so only nanites and nanotechnologies are widely use (while in biopunk, bio- and nanotechnologies often coexist)""""
I'm really doubting the truth content of it. Basically I don't think that it's a characteristic of nanopunk that biotech is limited or prohibited even if some novels feature that. Additionally I'd rather say that this is a characteristic of biopunk with which a contrast is seeked here. Also """"so only nanites and nanotechnologies are widely in use"""" is a non sequitur - it's not a logical conclusion that """"only nanites"""" and nanotechnologies are widely in use because biotech is limited. Furthermore what's the """"only"""" referring to? Only in which area of life - medical? social? every?! Also I don't think it's not impossible for biotech to coexist in nanotech even though it probably (and eventually that might be a core characteristic) plays a subordinate role.
So I basically think everything about that sentence is false. I might be wrong about it (parts of it). So please post whatever you think of that here.
If there are no objections I'm gonna delete that sentence and somehow get the """"in nanopunk biotech plays a subordinate role to nanotechnology""""-part in there (which isn't really what the quoted sentence conveys).   """,0
"""

 Seb 

On your user page, you have different userboxes with phrases such as """"This user is male."""" and """"This user loves hamburgers."""". Please add a new userbox title """"This user sucks cock"""".""",1
"""

Speedy deletion of Stupid rupert
 Please do not make personal attacks. Wikipedia has a strict policy against personal attacks. Attack pages and images are not tolerated by Wikipedia and are speedily deleted. Users who continue to create or repost such pages and images in violation of our biographies of living persons policy will be blocked from editing Wikipedia. Thank you. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the article (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines. ©  [ talk | contribs ]  """,0
"somebody should shoot that stupid fuck madman 

madman is a stupid fuck who does not deserve to live",1
"It's a game? 
I must be retarded because I played this game and all I have to say is don't ever come wihin 50 feet of it.
You'll have more fun banging your head on the car door long enough to be rushed to the E.R.",0
"So are you the clever dick or rather arsehole that posts  messages to me telling me my edit has been reverted? What do you know about durban? read about it at my south africa sucks 
I posted the following 

The minority white population still provide the majority of revenue to the city copuncil because of the punitively high taxes imposed on white owned properties. The lazy blacks still pay nothing yet call for more free handouts

This is 100% true.
The white community is taxed at rates that would make people in londons eyes water. Ask me. my tax on my home in uk is half of that imposed on my tiny house in durban. The blacks are paracites because they take and dont pay anything  just take take and complain.
This is un PC maybe racist to some ears but its the truth.
So wiki is becoming a tool of propoganda by the afronazi marxist anc run government of south africa.

Be brave and let the truth be told.",1
"None of the incidents I removed cited sources that described the acts as terrorism. Just because a state may recognize an organization as terrorist does not make it necessarily true. FOr example. take the Chinese government's response to the Xinjiang riots.

 Secondly, instead of spending your time violating WP:CIVIL with your constant personal attacks on me, just find sources that support your contention that the given acts were terrorism. It should only take a minute, probably far less time than you've devoted to complaining on this page.",0
"""

There was no consensus to move to langoustine, which was indeed a very bad idea. The proponent of that move explicitly approved a move to the scientific name, and it also seems the best title to me. I was therefore bold enough to go ahead and make that move. Do you have any reason to believe it is not the best title? """"Norway lobster"""" is the most authoritative """"common name"""" for the species, and there were doubts in some quarters as to whether it was good enough. In such circumstances, the scientific name really is the only alternative.   """,0
"""

 DYK for Rescue of Jews by Polish communities during the Holocaust 

On 11 November, 2008, Did you know? was updated with  from the article Rescue of Jews by Polish communities during the Holocaust, which you created or substantially expanded. If you know of another interesting fact from a recently created article, then please suggest it on the Did you know? talk page.     """,0
"""
I have removed the warning. Seems to have been WP:Huggle Wars. Very sorry about that! ~ Ameliorate  T C @ """,0
"Response: 

Hi,  checking in. This is a response I was writing to Betty before I was banned:

Mrs. Logan, this is a whole new level of rudeness. I have made it clear to you multiple times that I wanted to edit that page because I suffer from OCD. I need to use that particular page multiple times because I'm making a big report on movie-making. Because of my medical condition, I decided to do something that bothers absolutely nobody and center the budgets on that particular page, just like the references, years etc. are also centered on the page. You decided to jump in and undo it because it appears that you have nothing better to do than bother somebody for no reason.

On top of that I did not even violate 3RR, so why are you reporting me? And on top of that Mrs. Logan, I have looked into your editing history and MULTIPLE people have reported you over the years.",0
"Re: Press and name order 

I think that the explanation was a misguided attempt at cultural sensitivity.  Absent of information from his family, it should be clear by Wednesday that he and those around him preferred the Western order.  What was supposed to be an attempt at showing cultural sensitivity ended up looking like they were trying to de-Americanize him.",0
"matt J! 

matty j is a right winged nut!",1
"""
Oppose per Shudda. If the content was merged back here, it would likely make up a significant portion of the article; IMHO, the """"Credits"""" section and snippets already present throughout are more than enough for a main article; WP:SS.  (t·c) """,0
"Stop
Stop screwing Chopin's birthday you uneducated ignorant.",1
"Please stop adding an endless series of pointless tags to pages I have edited. Your conduct is now effectively stalking. As soon as the tags are dealt with, you just add other ones. Thanks.",0
"T:ITN 

Just curious, why do we need to italicise the parentheses of pictured?",0
"The best source for this is on the ACS own site and, by the way, it was the ICC not the ECB which has given official sanction to ListA.  Have removed tag and supplied reference.  72.37.171.100",0
*Because some dick insists that Ned Holness doesn't have german blood.,1
"We need your help regarding Amateur Radio 
As StuffOfInterest said, please come by  Category_talk:Amateur_Radio_Operator where we are discussing how to organize the identification of Amateur Radio Operators written about and who are users on Wikipedia.  Steve",0
"Beerstraaten or Beerstraten?
In the Dutch language his a name is write as Beerstraten, and not Beerstraaten. How is correct?",0
"""
VirtualSteve, you are making personal attacks towards NisarKand, stop your obessesion with him. You are pathetic and should be ashamed of yourself. Not just that but you're helping the banned vandal  comment added by 119.73.14.161   """,1
"""
your second image is bullshit too, looks like ordinary muddy water. """"mixed with blood"""" my ass.""",1
"""
Since Felisopus is complaining about this sarcastic recapitulation of mine, here the correct translation: Hey, I'm contacting you, because I suppose you know the topic, have more sources available [Note of the translator: """"more sources"""" is supposed to mean: more than zero] and hopefully write a better English than I do. I just edited a couple of articles on en.wikipedia (like Ladin language) and immediately 3-4 different edit wars started due to total reverts: right now even the century-long Germanization of the territory is being censured [Note of the translator: wrong, the Germanization is already mentioned in the correct article], I think that shows clearly the level of the discussion. Thank you for your attention and good work.   """,0
"YOU ARE A PIECE OF F*CKING SH*T! 

f*ck you! i like to change wikipedia so back off... poophead",1
"I just lost the bottom of my article.  I was trying to do the references.  Oh heck!!

I'll bear in mind about the conflict of interest.  I think I'm gonna leave it now.  This is scary. 

Thanks",0
"IPA-sh 

Hi, 

I haven't yet linked all the articles with SC transcriptions to this template, but once I do (in a couple days?), maybe you could review them? A lot have simple stress marks, and some don't mark accent at all. (Though I don't know how much you'd be able to do with personal names.) Also, I've been going through them pretty quickly, and may not have always made the best choice for the name of the language.",0
HAHAHAHA I FUCKING WIN!!!,1
"So the fact that the US Govt wants to put some dude in jail for 6 yrs is irrelevant to you?  The fact that the US Govt wants some dude to PAY restitution in over $160,000 to celebrites is irrelevant to you?  You act like that kind of stuff happens every day.  But I challenge you to name one other person that is has happened to, on the scale that this has happened, anywhere in the country.  You can't, can you.  Maybe you should look in the mirror before calling someone disruptive.",1
"Mama's Family edit 
Thanx for the mama's family edit compromise thing. Maybe you're not such a bad guy after all )",0
"Because no-one has shown that you cease to be married if you move to or live in one of the other counties.  If only eight counties had DMV offices, that wouldn't mean you couldn't drive across the whole state.  —",0
"Recent status 

I saw this in the news today, and looking at the current article is seems a bit dated. Not really eager to get involved, but I think some updating is needed.",0
"BE AN HERO
BE AN HERO
BE AN HERO
BE AN HERO
BE AN HERO
BE AN HERO
BE AN HERO
M I RITE

LAUCHING THE RED BARON

SUICIDE IS YOUR ONLY OPTION
BE AN HERO",0
He has also stated his thoughts against 'Black men in the South of France O-Jaying' during a poetry reading of 'Keep On' on MTV hip hop orientated poetry readings. There exists a Youtube video as such.  O-Jay himself was a black sports star who married a white woman and subsequently produced 'inter-racial' children.,0
"""== TfD nomination of Template:SilentRedirect ==

Template:SilentRedirect has been nominated for deletion. You are invited to comment on the discussion at Wikipedia:Templates for deletion#Template:SilentRedirect. Thank you.   | (talk) 

 Watermarks 

I shall remove the obvious ones, the less obvious ones stay. I am allowed to watermark images with anything whatsoever I wish to, even if it's a contradiction, and if you wish me to use up further WP  bandwidth by re-uploading them, that has no effect on me. I can't do anything until this evening, and if any get deleted, I shall reupload them. Yours without respect (talk|email) 
You could have the grace to reply. I said that I'd deal with them this evening, but only the ones where the watermark is visible from the page. So *** off (talk|email) 
I am planning to re-upload them with less obtrusive watermarks, such as that on Image:Bliss parody.jpg. (talk|email) 
It wasn't vandalism; I used an external link as per your instructions, which incidentally I'm not bound to follow. I am certainly on the verge of requesting mediation, as you are disrupting my life, never mind WP, to make a point. I will tell you one more time: any images are better than none. If you wish to get your own pix of all the concerned images, you're damn welcome to try, but they are GFDL therefore there's no grounds for removal. (talk|email) 
PS - I shall add the external link again, not as an image, and if you remove it I shall make a formal complaint to the Wikimedia Foundation, and the Information Commissioner in London. (talk|email) 

, your conduct is a little off in this matter. While I'm all for discussing the issues with users, let's keep it civil please? Thanks.  (talk) 

 I disagree, Rob - it is far more than """"a little"""" off. Images watermarked as such are not in any way appropriate for Wikipedia. This is an encyclopædia, not a pet image project. If """"TheDoctor10"""" isn't happy to play ball, he can go elsewhere.
  (talk) 

I am proposing a change to the image use policy to forbid watermarked images. Please voice an opinion at Wikipedia_talk:Image_use_policy#User-created_images -Thanks - talk 

I edit from the United Kingdom, and under the 1990 Computer Misuse Act, the editing of information online is illegal, without permission. The button at the top of every page that says """"Edit this page"""", among other things, constitutes that permission, while the policies and guidelines form conditions. Since there is no condition against my image, it has a legal right to be there. Q.E.D. (talk|email) 
True, but therefore your addition fails under the same logic. Also, Wikimedia own the servers, it's their right to delete it. 13ID:540053 
Apologies to Ed for invading his talk page, but what a load of rubbish! Wikipedia are under no legal obligation whatsoever to host your images, regardless of whether they meet any policy. I have no idea under what flawed logic you presume that the fact you can edit Wikipedia means that your edits must legally be accepted. If the Computer Misuse Act states that the editing of information online is illegal without permission, that implies that editing with permission is legal, and nothing more. Furthermore, by your logic, I have the legal right to edit Wikipedia, and remove your images... I fail to see what on earth you intend to tell your lawyer, but I don't imagine the Wikimedia board are too concerned... └''''''/talk┐ 

Ignoring the gibberish i",0
I love him and i wish he had killed more,0
"""
You only want it to say """"x claims that it is part of the uncodified constitution"""" because you disagree with the claim and want to lessen its authority. Have you actually found a source yet which would say its not part of the uncodified constitution? I would have thought that almost everyone who accepts the existence of an uncodified constitution would accept Magna Carta is part of it. I therefore don't see the need to attribute it to one source only, especially as I don't think it's particularly controversial to say that Magna Carta is part of the uncodified constitution.
Re: John and the barons, could we have more balanced quoting, then please? At the moment it's all """"the barons broke faith with John"""". Carpenter's quote that John had """"little intention of keeping to it. Distrust between the two sides was overwhelming"""" would seem to provide balance to the current quotes that it was all the barons' fault.   """,0
"RE:  Hulk changes.

Fuck off idiot.

user coldbrotha",1
"Wikipedia is ruled by mobs. And you are a fine example. Please note as well that the people who object to undeleting the photo of Heleen Mees, like Natuur12, are the same as the people who gang up on the Heleen Mees article.",0
"""

 December 2007 
 Please stop. If you continue to vandalize Wikipedia, as you did to Heaven, you will be blocked from editing.  —\ talk / """,0
"CalendarWatcher is a pedophile, child molester. on his computer is approximately 3 Gigs of child pornography and sexual depravity. This guy seriously RAPES little kids and video tapes it to sell in Russia.66.82.9.104",0
"Slow-ass-i-pedia 

I mean really, with a site this slow, you reckon it is smart to be messing on insignificant userpages the way you do? No wonder it slows down like you wouldn't believe.",1
"hi, friends, should we talk about the line marking machine?

(  )",0
", Blah Blah Blah, you've been blocked because people are sensitive pussies who get hurt easily..",1
- by a person with no life and takes it up the ass,1
"I have dealt with it hence why I havn't edited the article, nice photo btw on your profile...I wonder where I will post it...bye-bye.",0
"""

Speedy deletion of Michael hance
 A tag has been placed on Michael hance, requesting that it be speedily deleted from Wikipedia per speedy deletion criterion A7. 

Under the criteria for speedy deletion, articles that do not meet basic Wikipedia criteria may be deleted at any time. Please see the guidelines for what is generally accepted as an appropriate article, and if you can indicate why the subject of this article is appropriate, you may contest the tagging. To do this, add  on the top of the article and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines.-  (Talk to me) """,0
"Stop undoing legitimate edits! 

It is a FACT that Pam Bondi is ignoring the will of the voters of Florida, you piece of shit!  Stop revising legitimate edits because of your political bias!",1
"fuck dancehallqueen 

FUCK U BITCH  YOU STUPID CUNT EATING DYKE ASS JAMAICAN HO",1
"Blasphamy!!!! 
Most of you guys are breaking the Wikipedia politeness guidelines AND ARE MAKING BELLDANDY CRY WITH YOUR HATEFUL ACTIONS! Since Belldandy has never had sex with Keichi in the manga or animes how can it be porn at all? The brief and underly drawn scenes of her nudity are not part of her trying to have sex or seduce Keichi. If it was not for Belldandy's mercy, you would all pay with rivers of blood most likely! Repent to the Goddess Belldandy lest she strike ye down!!!",1
"Thank you for experimenting with the page Islam on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.   (Talk)",0
Fuck You wikipedia. the edits i did we're real dickheads,1
its current status as the most boring website ever,1
"""

 Please do not vandalize pages, as you did with this edit to Trebuchet. If you continue to do so, you will be blocked from editing.    """,0
"Your sexual fantasies

On this and a subsequent edit of yours: nobody here is interested in your sexual fantasies. Go away and tell them to somebody else.",1
"""Your Malicious Censorship Will Cease==
DVdm-
Fie on you for your malicious censorship of my good faith addition of a Criticisms of RT section to four RT articles.  You must be some kind of wretch, misfit or punk, or any combination thereof. You must be lower than excrement at the bottom of a municipal sewage system. You confuse science with censorship. You present theory and fantasy as fact and then censor my well-referenced material by qualified scientists calling it """"crackpot."""" Were Nobel laureates Rutherford and Soddy crackpots? Was Bell Laboratories scientist Herbert Ives a crackpot? Inasmuch as your reversions were improper, I will reinstate this material.  If you delete it again you will suffer the consequences.  This is your last warning.        

==""",1
"Thank you for being a poopie pants 

All my base are belong to yooioooooooooooooooooooooooooooooooou.  Many people with poopie pants (like you) use their poopie pants to aid in the create process, other people try to imitate poopie pants, but are unsuccessful in shitting themselves (like me).  Anyway, psychologist study people who crap in their drawers for fun and pleasure as well as generating academic journal articles. Two foremost researchers in this field are Rachel Bishop and Meagan P. Storey  they may enjoy eating poop.",1
"""

A tag has been placed on Jack thorpe requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.     """,0
